,battingteam,bowlingteam,matchid,batsmanname,total_runs,duck,Sixes,Fours,balls,Fifties,hundreds,dreamll_score
1536,Mumbai Indians,Rajasthan Royals,1178402,KA Pollard,6,0,0.0,0.0,12,0,0,10.0
1535,Mumbai Indians,Rajasthan Royals,1178402,Ishan Kishan,5,0,0.0,1.0,3,0,0,10.0
1534,Mumbai Indians,Rajasthan Royals,1178402,HH Pandya,30,0,3.0,1.0,13,0,0,41.0
1539,Mumbai Indians,Rajasthan Royals,1178402,SA Yadav,16,0,1.0,0.0,10,0,0,22.0
1986,Rajasthan Royals,Mumbai Indians,1178402,LS Livingstone,1,0,0.0,0.0,2,0,0,5.0
881,Kings XI Punjab,Royal Challengers Bangalore,1178403,Mandeep Singh,19,0,0.0,1.0,17,0,0,24.0
880,Kings XI Punjab,Royal Challengers Bangalore,1178403,MA Agarwal,15,0,1.0,1.0,9,0,0,22.0
879,Kings XI Punjab,Royal Challengers Bangalore,1178403,KL Rahul,18,0,1.0,2.0,15,0,0,26.0
878,Kings XI Punjab,Royal Challengers Bangalore,1178403,CH Gayle,105,0,5.0,10.0,68,1,1,153.0
2233,Royal Challengers Bangalore,Kings XI Punjab,1178403,V Kohli,68,0,0.0,8.0,54,1,0,88.0
883,Kings XI Punjab,Royal Challengers Bangalore,1178403,SN Khan,15,0,1.0,1.0,13,0,0,22.0
2232,Royal Challengers Bangalore,Kings XI Punjab,1178403,PA Patel,19,0,0.0,4.0,9,0,0,27.0
2231,Royal Challengers Bangalore,Kings XI Punjab,1178403,MP Stoinis,28,0,0.0,4.0,16,0,0,36.0
2230,Royal Challengers Bangalore,Kings XI Punjab,1178403,AB de Villiers,59,0,2.0,5.0,38,1,0,80.0
882,Kings XI Punjab,Royal Challengers Bangalore,1178403,SM Curran,1,0,0.0,0.0,3,0,0,5.0
968,Kolkata Knight Riders,Chennai Super Kings,1178404,KD Karthik,20,0,0.0,2.0,15,0,0,26.0
99,Chennai Super Kings,Kolkata Knight Riders,1178404,SR Watson,6,0,0.0,1.0,7,0,0,11.0
98,Chennai Super Kings,Kolkata Knight Riders,1178404,SK Raina,58,0,1.0,7.0,42,1,0,79.0
97,Chennai Super Kings,Kolkata Knight Riders,1178404,RA Jadeja,32,0,0.0,5.0,18,0,0,41.0
96,Chennai Super Kings,Kolkata Knight Riders,1178404,MS Dhoni,16,0,1.0,0.0,13,0,0,22.0
95,Chennai Super Kings,Kolkata Knight Riders,1178404,KM Jadhav,20,0,1.0,3.0,12,0,0,29.0
94,Chennai Super Kings,Kolkata Knight Riders,1178404,F du Plessis,24,0,0.0,5.0,16,0,0,33.0
93,Chennai Super Kings,Kolkata Knight Riders,1178404,AT Rayudu,6,0,0.0,0.0,12,0,0,10.0
967,Kolkata Knight Riders,Chennai Super Kings,1178404,CA Lynn,84,0,6.0,7.0,53,1,0,115.0
966,Kolkata Knight Riders,Chennai Super Kings,1178404,AD Russell,10,0,1.0,1.0,4,0,0,17.0
973,Kolkata Knight Riders,Chennai Super Kings,1178404,Shubman Gill,15,0,0.0,0.0,20,0,0,19.0
972,Kolkata Knight Riders,Chennai Super Kings,1178404,SP Narine,6,0,0.0,0.0,8,0,0,10.0
971,Kolkata Knight Riders,Chennai Super Kings,1178404,RV Uthappa,0,1,0.0,0.0,1,0,0,2.0
970,Kolkata Knight Riders,Chennai Super Kings,1178404,PP Chawla,5,0,0.0,0.0,6,0,0,9.0
969,Kolkata Knight Riders,Chennai Super Kings,1178404,N Rana,21,0,0.0,3.0,18,0,0,28.0
2521,Sunrisers Hyderabad,Delhi Capitals,1178405,Abhishek Sharma,2,0,0.0,0.0,3,0,0,6.0
2529,Sunrisers Hyderabad,Delhi Capitals,1178405,Rashid Khan,0,1,0.0,0.0,1,0,0,2.0
2526,Sunrisers Hyderabad,Delhi Capitals,1178405,KK Ahmed,0,1,0.0,0.0,1,0,0,2.0
2530,Sunrisers Hyderabad,Delhi Capitals,1178405,Sandeep Sharma,3,0,0.0,0.0,2,0,0,7.0
2531,Sunrisers Hyderabad,Delhi Capitals,1178405,V Shankar,1,0,0.0,0.0,2,0,0,5.0
2525,Sunrisers Hyderabad,Delhi Capitals,1178405,JM Bairstow,43,0,1.0,5.0,32,0,0,54.0
2524,Sunrisers Hyderabad,Delhi Capitals,1178405,DJ Hooda,3,0,0.0,0.0,4,0,0,7.0
2523,Sunrisers Hyderabad,Delhi Capitals,1178405,DA Warner,51,0,1.0,3.0,47,1,0,68.0
2522,Sunrisers Hyderabad,Delhi Capitals,1178405,B Kumar,2,0,0.0,0.0,4,0,0,6.0
2528,Sunrisers Hyderabad,Delhi Capitals,1178405,RK Bhui,8,0,0.0,0.0,13,0,0,12.0
2527,Sunrisers Hyderabad,Delhi Capitals,1178405,KS Williamson,3,0,0.0,0.0,8,0,0,7.0
558,Delhi Capitals,Sunrisers Hyderabad,1178405,S Dhawan,7,0,0.0,1.0,8,0,0,12.0
555,Delhi Capitals,Sunrisers Hyderabad,1178405,KMA Paul,8,0,1.0,0.0,4,0,0,14.0
553,Delhi Capitals,Sunrisers Hyderabad,1178405,CH Morris,4,0,0.0,0.0,8,0,0,8.0
551,Delhi Capitals,Sunrisers Hyderabad,1178405,AR Patel,16,0,0.0,1.0,12,0,0,21.0
554,Delhi Capitals,Sunrisers Hyderabad,1178405,K Rabada,2,0,0.0,0.0,2,0,0,6.0
556,Delhi Capitals,Sunrisers Hyderabad,1178405,PP Shaw,4,0,0.0,0.0,5,0,0,8.0
552,Delhi Capitals,Sunrisers Hyderabad,1178405,C Munro,42,0,3.0,4.0,25,0,0,56.0
559,Delhi Capitals,Sunrisers Hyderabad,1178405,SS Iyer,48,0,0.0,5.0,41,0,0,57.0
557,Delhi Capitals,Sunrisers Hyderabad,1178405,RR Pant,24,0,0.0,3.0,19,0,0,31.0
1587,Mumbai Indians,Royal Challengers Bangalore,1178406,Q de Kock,41,0,2.0,5.0,27,0,0,54.0
1588,Mumbai Indians,Royal Challengers Bangalore,1178406,RG Sharma,29,0,2.0,2.0,20,0,0,39.0
1589,Mumbai Indians,Royal Challengers Bangalore,1178406,SA Yadav,29,0,1.0,2.0,23,0,0,37.0
2324,Royal Challengers Bangalore,Mumbai Indians,1178406,V Kohli,9,0,0.0,1.0,10,0,0,14.0
1585,Mumbai Indians,Royal Challengers Bangalore,1178406,Ishan Kishan,21,0,3.0,0.0,9,0,0,31.0
1584,Mumbai Indians,Royal Challengers Bangalore,1178406,HH Pandya,40,0,2.0,5.0,19,0,0,53.0
2317,Royal Challengers Bangalore,Mumbai Indians,1178406,AB de Villiers,76,0,4.0,6.0,51,1,0,102.0
2319,Royal Challengers Bangalore,Mumbai Indians,1178406,MM Ali,51,0,5.0,1.0,32,1,0,74.0
2320,Royal Challengers Bangalore,Mumbai Indians,1178406,MP Stoinis,0,1,0.0,0.0,2,0,0,2.0
2321,Royal Challengers Bangalore,Mumbai Indians,1178406,P Negi,0,1,0.0,0.0,2,0,0,2.0
2322,Royal Challengers Bangalore,Mumbai Indians,1178406,PA Patel,31,0,1.0,4.0,20,0,0,41.0
2323,Royal Challengers Bangalore,Mumbai Indians,1178406,UT Yadav,2,0,0.0,0.0,1,0,0,6.0
1586,Mumbai Indians,Royal Challengers Bangalore,1178406,KH Pandya,12,0,0.0,1.0,22,0,0,17.0
2318,Royal Challengers Bangalore,Mumbai Indians,1178406,AD Nath,2,0,0.0,0.0,3,0,0,6.0
1904,Rajasthan Royals,Kings XI Punjab,1178407,STR Binny,33,0,3.0,2.0,11,0,0,45.0
1899,Rajasthan Royals,Kings XI Punjab,1178407,AM Rahane,26,0,0.0,1.0,21,0,0,31.0
1900,Rajasthan Royals,Kings XI Punjab,1178407,JC Archer,1,0,0.0,0.0,3,0,0,5.0
1901,Rajasthan Royals,Kings XI Punjab,1178407,JC Buttler,29,0,2.0,1.0,20,0,0,38.0
1905,Rajasthan Royals,Kings XI Punjab,1178407,SV Samson,28,0,0.0,2.0,22,0,0,34.0
1903,Rajasthan Royals,Kings XI Punjab,1178407,S Gopal,0,1,0.0,0.0,1,0,0,2.0
1902,Rajasthan Royals,Kings XI Punjab,1178407,RA Tripathi,52,0,0.0,4.0,46,1,0,68.0
1898,Rajasthan Royals,Kings XI Punjab,1178407,AJ Turner,1,0,0.0,0.0,2,0,0,5.0
847,Kings XI Punjab,Rajasthan Royals,1178407,MA Agarwal,26,0,2.0,1.0,12,0,0,35.0
851,Kings XI Punjab,Rajasthan Royals,1178407,R Ashwin,17,0,2.0,1.0,4,0,0,26.0
850,Kings XI Punjab,Rajasthan Royals,1178407,N Pooran,6,0,0.0,0.0,6,0,0,10.0
849,Kings XI Punjab,Rajasthan Royals,1178407,Mujeeb Ur Rahman,1,0,0.0,0.0,1,0,0,5.0
848,Kings XI Punjab,Rajasthan Royals,1178407,Mandeep Singh,0,1,0.0,0.0,2,0,0,2.0
846,Kings XI Punjab,Rajasthan Royals,1178407,KL Rahul,53,0,2.0,3.0,47,1,0,72.0
844,Kings XI Punjab,Rajasthan Royals,1178407,CH Gayle,34,0,3.0,3.0,22,0,0,47.0
845,Kings XI Punjab,Rajasthan Royals,1178407,DA Miller,45,0,2.0,3.0,28,0,0,56.0
314,Chennai Super Kings,Sunrisers Hyderabad,1178408,AT Rayudu,25,0,0.0,2.0,21,0,0,31.0
2485,Sunrisers Hyderabad,Chennai Super Kings,1178408,JM Bairstow,63,0,3.0,3.0,46,1,0,84.0
317,Chennai Super Kings,Sunrisers Hyderabad,1178408,RA Jadeja,13,0,0.0,0.0,22,0,0,17.0
318,Chennai Super Kings,Sunrisers Hyderabad,1178408,SK Raina,13,0,0.0,2.0,13,0,0,19.0
319,Chennai Super Kings,Sunrisers Hyderabad,1178408,SR Watson,32,0,0.0,4.0,29,0,0,40.0
320,Chennai Super Kings,Sunrisers Hyderabad,1178408,SW Billings,1,0,0.0,0.0,5,0,0,5.0
2483,Sunrisers Hyderabad,Chennai Super Kings,1178408,DA Warner,51,0,0.0,10.0,26,1,0,73.0
2484,Sunrisers Hyderabad,Chennai Super Kings,1178408,DJ Hooda,13,0,0.0,1.0,16,0,0,18.0
315,Chennai Super Kings,Sunrisers Hyderabad,1178408,F du Plessis,47,0,3.0,3.0,31,0,0,60.0
2486,Sunrisers Hyderabad,Chennai Super Kings,1178408,KS Williamson,3,0,0.0,0.0,5,0,0,7.0
316,Chennai Super Kings,Sunrisers Hyderabad,1178408,KM Jadhav,1,0,0.0,0.0,2,0,0,5.0
2487,Sunrisers Hyderabad,Chennai Super Kings,1178408,V Shankar,7,0,0.0,0.0,11,0,0,11.0
456,Delhi Capitals,Mumbai Indians,1178409,RR Pant,7,0,0.0,0.0,11,0,0,11.0
1371,Mumbai Indians,Delhi Capitals,1178409,HH Pandya,32,0,3.0,2.0,15,0,0,44.0
1374,Mumbai Indians,Delhi Capitals,1178409,RG Sharma,31,0,0.0,3.0,22,0,0,38.0
1375,Mumbai Indians,Delhi Capitals,1178409,SA Yadav,26,0,0.0,2.0,27,0,0,32.0
458,Delhi Capitals,Mumbai Indians,1178409,SS Iyer,3,0,0.0,0.0,6,0,0,7.0
457,Delhi Capitals,Mumbai Indians,1178409,S Dhawan,35,0,1.0,5.0,22,0,0,46.0
1373,Mumbai Indians,Delhi Capitals,1178409,Q de Kock,36,0,2.0,2.0,27,0,0,46.0
455,Delhi Capitals,Mumbai Indians,1178409,PP Shaw,20,0,0.0,2.0,24,0,0,26.0
1372,Mumbai Indians,Delhi Capitals,1178409,KH Pandya,41,0,0.0,5.0,29,0,0,50.0
453,Delhi Capitals,Mumbai Indians,1178409,CH Morris,11,0,1.0,0.0,9,0,0,17.0
452,Delhi Capitals,Mumbai Indians,1178409,C Munro,4,0,0.0,0.0,10,0,0,8.0
451,Delhi Capitals,Mumbai Indians,1178409,AR Patel,27,0,1.0,1.0,24,0,0,34.0
450,Delhi Capitals,Mumbai Indians,1178409,A Mishra,11,0,0.0,1.0,9,0,0,16.0
1370,Mumbai Indians,Delhi Capitals,1178409,BCJ Cutting,2,0,0.0,0.0,4,0,0,6.0
454,Delhi Capitals,Mumbai Indians,1178409,K Rabada,10,0,1.0,0.0,8,0,0,16.0
1224,Kolkata Knight Riders,Royal Challengers Bangalore,1178410,N Rana,85,0,5.0,9.0,46,1,0,116.0
1226,Kolkata Knight Riders,Royal Challengers Bangalore,1178410,SP Narine,22,0,0.0,5.0,16,0,0,31.0
2273,Royal Challengers Bangalore,Kolkata Knight Riders,1178410,V Kohli,100,0,4.0,9.0,58,1,1,145.0
2272,Royal Challengers Bangalore,Kolkata Knight Riders,1178410,PA Patel,12,0,0.0,2.0,12,0,0,18.0
2271,Royal Challengers Bangalore,Kolkata Knight Riders,1178410,MP Stoinis,19,0,1.0,2.0,10,0,0,27.0
1225,Kolkata Knight Riders,Royal Challengers Bangalore,1178410,RV Uthappa,16,0,0.0,1.0,23,0,0,21.0
2269,Royal Challengers Bangalore,Kolkata Knight Riders,1178410,AD Nath,14,0,1.0,0.0,16,0,0,20.0
1222,Kolkata Knight Riders,Royal Challengers Bangalore,1178410,AD Russell,70,0,9.0,2.0,30,1,0,102.0
1223,Kolkata Knight Riders,Royal Challengers Bangalore,1178410,CA Lynn,1,0,0.0,0.0,2,0,0,5.0
2270,Royal Challengers Bangalore,Kolkata Knight Riders,1178410,MM Ali,68,0,6.0,5.0,29,1,0,97.0
1227,Kolkata Knight Riders,Royal Challengers Bangalore,1178410,Shubman Gill,9,0,0.0,1.0,11,0,0,14.0
1992,Rajasthan Royals,Mumbai Indians,1178411,AM Rahane,13,0,0.0,2.0,12,0,0,19.0
1996,Rajasthan Royals,Mumbai Indians,1178411,STR Binny,7,0,0.0,1.0,4,0,0,12.0
1546,Mumbai Indians,Rajasthan Royals,1178411,SA Yadav,40,0,1.0,2.0,34,0,0,48.0
1545,Mumbai Indians,Rajasthan Royals,1178411,RG Sharma,5,0,0.0,1.0,7,0,0,10.0
1544,Mumbai Indians,Rajasthan Royals,1178411,Q de Kock,66,0,2.0,6.0,48,1,0,88.0
1543,Mumbai Indians,Rajasthan Royals,1178411,KH Pandya,2,0,0.0,0.0,2,0,0,6.0
1542,Mumbai Indians,Rajasthan Royals,1178411,KA Pollard,10,0,1.0,0.0,7,0,0,16.0
1541,Mumbai Indians,Rajasthan Royals,1178411,HH Pandya,25,0,1.0,2.0,17,0,0,33.0
1540,Mumbai Indians,Rajasthan Royals,1178411,BCJ Cutting,13,0,1.0,1.0,9,0,0,20.0
1995,Rajasthan Royals,Mumbai Indians,1178411,SPD Smith,59,0,1.0,5.0,48,1,0,78.0
1997,Rajasthan Royals,Mumbai Indians,1178411,SV Samson,39,0,1.0,7.0,19,0,0,52.0
1994,Rajasthan Royals,Mumbai Indians,1178411,R Parag,44,0,1.0,5.0,29,0,0,55.0
1991,Rajasthan Royals,Mumbai Indians,1178411,AJ Turner,0,1,0.0,0.0,1,0,0,2.0
1993,Rajasthan Royals,Mumbai Indians,1178411,BA Stokes,0,1,0.0,0.0,2,0,0,2.0
738,Kings XI Punjab,Delhi Capitals,1178412,SM Curran,0,1,0.0,0.0,4,0,0,2.0
730,Kings XI Punjab,Delhi Capitals,1178412,CH Gayle,69,0,5.0,6.0,37,1,0,97.0
731,Kings XI Punjab,Delhi Capitals,1178412,DA Miller,7,0,0.0,1.0,5,0,0,12.0
737,Kings XI Punjab,Delhi Capitals,1178412,R Ashwin,16,0,0.0,2.0,14,0,0,22.0
736,Kings XI Punjab,Delhi Capitals,1178412,Mandeep Singh,30,0,1.0,1.0,27,0,0,37.0
735,Kings XI Punjab,Delhi Capitals,1178412,MA Agarwal,2,0,0.0,0.0,9,0,0,6.0
734,Kings XI Punjab,Delhi Capitals,1178412,KL Rahul,12,0,1.0,1.0,9,0,0,19.0
732,Kings XI Punjab,Delhi Capitals,1178412,GC Viljoen,5,0,0.0,0.0,3,0,0,9.0
733,Kings XI Punjab,Delhi Capitals,1178412,Harpreet Brar,22,0,1.0,2.0,14,0,0,30.0
398,Delhi Capitals,Kings XI Punjab,1178412,S Dhawan,62,0,1.0,7.0,44,1,0,83.0
397,Delhi Capitals,Kings XI Punjab,1178412,RR Pant,7,0,0.0,1.0,8,0,0,12.0
396,Delhi Capitals,Kings XI Punjab,1178412,PP Shaw,13,0,1.0,1.0,11,0,0,20.0
400,Delhi Capitals,Kings XI Punjab,1178412,SS Iyer,61,0,1.0,5.0,50,1,0,80.0
399,Delhi Capitals,Kings XI Punjab,1178412,SE Rutherford,2,0,0.0,0.0,2,0,0,6.0
395,Delhi Capitals,Kings XI Punjab,1178412,CA Ingram,20,0,0.0,4.0,10,0,0,28.0
394,Delhi Capitals,Kings XI Punjab,1178412,AR Patel,1,0,0.0,0.0,1,0,0,5.0
1279,Kolkata Knight Riders,Sunrisers Hyderabad,1178413,Shubman Gill,3,0,0.0,0.0,4,0,0,7.0
1277,Kolkata Knight Riders,Sunrisers Hyderabad,1178413,RK Singh,30,0,2.0,1.0,25,0,0,39.0
1278,Kolkata Knight Riders,Sunrisers Hyderabad,1178413,SP Narine,25,0,2.0,3.0,8,0,0,36.0
2641,Sunrisers Hyderabad,Kolkata Knight Riders,1178413,KS Williamson,9,0,0.0,0.0,10,0,0,13.0
2640,Sunrisers Hyderabad,Kolkata Knight Riders,1178413,JM Bairstow,82,0,4.0,7.0,45,1,0,109.0
2639,Sunrisers Hyderabad,Kolkata Knight Riders,1178413,DA Warner,70,0,5.0,3.0,39,1,0,95.0
1273,Kolkata Knight Riders,Sunrisers Hyderabad,1178413,KC Cariappa,9,0,1.0,0.0,3,0,0,15.0
1272,Kolkata Knight Riders,Sunrisers Hyderabad,1178413,CA Lynn,55,0,1.0,4.0,50,1,0,73.0
1271,Kolkata Knight Riders,Sunrisers Hyderabad,1178413,AD Russell,16,0,2.0,0.0,10,0,0,24.0
1274,Kolkata Knight Riders,Sunrisers Hyderabad,1178413,KD Karthik,6,0,0.0,1.0,4,0,0,11.0
1280,Kolkata Knight Riders,Sunrisers Hyderabad,1178413,Y Prithvi Raj,0,1,0.0,0.0,1,0,0,2.0
1276,Kolkata Knight Riders,Sunrisers Hyderabad,1178413,PP Chawla,4,0,0.0,1.0,8,0,0,9.0
1275,Kolkata Knight Riders,Sunrisers Hyderabad,1178413,N Rana,11,0,0.0,1.0,11,0,0,16.0
2148,Royal Challengers Bangalore,Chennai Super Kings,1178414,MP Stoinis,14,0,1.0,0.0,13,0,0,20.0
272,Chennai Super Kings,Royal Challengers Bangalore,1178414,DJ Bravo,5,0,0.0,0.0,4,0,0,9.0
2146,Royal Challengers Bangalore,Chennai Super Kings,1178414,AD Nath,24,0,1.0,1.0,20,0,0,31.0
2145,Royal Challengers Bangalore,Chennai Super Kings,1178414,AB de Villiers,26,0,1.0,3.0,20,0,0,35.0
271,Chennai Super Kings,Royal Challengers Bangalore,1178414,AT Rayudu,30,0,1.0,2.0,29,0,0,38.0
2147,Royal Challengers Bangalore,Chennai Super Kings,1178414,MM Ali,29,0,0.0,5.0,17,0,0,38.0
273,Chennai Super Kings,Royal Challengers Bangalore,1178414,F du Plessis,10,0,0.0,1.0,16,0,0,15.0
274,Chennai Super Kings,Royal Challengers Bangalore,1178414,KM Jadhav,9,0,0.0,2.0,9,0,0,15.0
2150,Royal Challengers Bangalore,Chennai Super Kings,1178414,PA Patel,53,0,4.0,2.0,37,1,0,75.0
2151,Royal Challengers Bangalore,Chennai Super Kings,1178414,UT Yadav,1,0,0.0,0.0,1,0,0,5.0
2152,Royal Challengers Bangalore,Chennai Super Kings,1178414,V Kohli,9,0,0.0,2.0,8,0,0,15.0
275,Chennai Super Kings,Royal Challengers Bangalore,1178414,MS Dhoni,89,0,6.0,5.0,48,1,0,118.0
276,Chennai Super Kings,Royal Challengers Bangalore,1178414,RA Jadeja,12,0,0.0,0.0,13,0,0,16.0
277,Chennai Super Kings,Royal Challengers Bangalore,1178414,SK Raina,0,1,0.0,0.0,1,0,0,2.0
278,Chennai Super Kings,Royal Challengers Bangalore,1178414,SR Watson,5,0,0.0,1.0,3,0,0,10.0
2149,Royal Challengers Bangalore,Chennai Super Kings,1178414,P Negi,5,0,0.0,0.0,6,0,0,9.0
488,Delhi Capitals,Rajasthan Royals,1178415,SE Rutherford,11,0,1.0,1.0,5,0,0,18.0
485,Delhi Capitals,Rajasthan Royals,1178415,PP Shaw,42,0,1.0,4.0,39,0,0,52.0
486,Delhi Capitals,Rajasthan Royals,1178415,RR Pant,79,0,4.0,5.0,36,1,0,104.0
484,Delhi Capitals,Rajasthan Royals,1178415,CA Ingram,3,0,0.0,0.0,5,0,0,7.0
487,Delhi Capitals,Rajasthan Royals,1178415,S Dhawan,54,0,2.0,8.0,27,1,0,78.0
489,Delhi Capitals,Rajasthan Royals,1178415,SS Iyer,4,0,0.0,0.0,5,0,0,8.0
1827,Rajasthan Royals,Delhi Capitals,1178415,STR Binny,20,0,0.0,2.0,14,0,0,26.0
1826,Rajasthan Royals,Delhi Capitals,1178415,SPD Smith,51,0,0.0,8.0,33,1,0,71.0
1825,Rajasthan Royals,Delhi Capitals,1178415,R Parag,4,0,0.0,1.0,3,0,0,9.0
1824,Rajasthan Royals,Delhi Capitals,1178415,BA Stokes,8,0,0.0,1.0,8,0,0,13.0
1823,Rajasthan Royals,Delhi Capitals,1178415,AM Rahane,108,0,3.0,11.0,65,1,1,153.0
1822,Rajasthan Royals,Delhi Capitals,1178415,AJ Turner,0,1,0.0,0.0,1,0,0,2.0
2490,Sunrisers Hyderabad,Chennai Super Kings,1178416,MK Pandey,84,0,3.0,7.0,50,1,0,109.0
2491,Sunrisers Hyderabad,Chennai Super Kings,1178416,V Shankar,27,0,1.0,2.0,20,0,0,35.0
2492,Sunrisers Hyderabad,Chennai Super Kings,1178416,YK Pathan,5,0,0.0,0.0,4,0,0,9.0
322,Chennai Super Kings,Sunrisers Hyderabad,1178416,F du Plessis,1,0,0.0,0.0,7,0,0,5.0
323,Chennai Super Kings,Sunrisers Hyderabad,1178416,KM Jadhav,12,0,1.0,0.0,10,0,0,18.0
324,Chennai Super Kings,Sunrisers Hyderabad,1178416,SK Raina,43,0,1.0,7.0,25,0,0,56.0
325,Chennai Super Kings,Sunrisers Hyderabad,1178416,SR Watson,98,0,6.0,9.0,54,1,0,131.0
321,Chennai Super Kings,Sunrisers Hyderabad,1178416,AT Rayudu,22,0,0.0,1.0,25,0,0,27.0
2488,Sunrisers Hyderabad,Chennai Super Kings,1178416,DA Warner,59,0,2.0,3.0,47,1,0,78.0
2489,Sunrisers Hyderabad,Chennai Super Kings,1178416,JM Bairstow,0,1,0.0,0.0,2,0,0,2.0
2239,Royal Challengers Bangalore,Kings XI Punjab,1178417,V Kohli,13,0,0.0,2.0,8,0,0,19.0
2238,Royal Challengers Bangalore,Kings XI Punjab,1178417,PA Patel,48,0,2.0,7.0,25,0,0,63.0
2234,Royal Challengers Bangalore,Kings XI Punjab,1178417,AB de Villiers,86,0,7.0,3.0,46,1,0,115.0
2237,Royal Challengers Bangalore,Kings XI Punjab,1178417,MP Stoinis,48,0,3.0,2.0,34,0,0,60.0
892,Kings XI Punjab,Royal Challengers Bangalore,1178417,R Ashwin,6,0,1.0,0.0,2,0,0,12.0
890,Kings XI Punjab,Royal Challengers Bangalore,1178417,Mandeep Singh,4,0,0.0,0.0,4,0,0,8.0
889,Kings XI Punjab,Royal Challengers Bangalore,1178417,MA Agarwal,35,0,1.0,5.0,21,0,0,46.0
888,Kings XI Punjab,Royal Challengers Bangalore,1178417,M Ashwin,1,0,0.0,0.0,2,0,0,5.0
891,Kings XI Punjab,Royal Challengers Bangalore,1178417,N Pooran,46,0,5.0,1.0,28,0,0,61.0
886,Kings XI Punjab,Royal Challengers Bangalore,1178417,GC Viljoen,0,1,0.0,0.0,1,0,0,2.0
885,Kings XI Punjab,Royal Challengers Bangalore,1178417,DA Miller,25,0,0.0,2.0,26,0,0,31.0
884,Kings XI Punjab,Royal Challengers Bangalore,1178417,CH Gayle,24,0,1.0,4.0,11,0,0,34.0
2235,Royal Challengers Bangalore,Kings XI Punjab,1178417,AD Nath,3,0,0.0,0.0,7,0,0,7.0
887,Kings XI Punjab,Royal Challengers Bangalore,1178417,KL Rahul,44,0,1.0,7.0,29,0,0,57.0
2236,Royal Challengers Bangalore,Kings XI Punjab,1178417,MM Ali,4,0,0.0,1.0,5,0,0,9.0
1948,Rajasthan Royals,Kolkata Knight Riders,1178418,JD Unadkat,0,1,0.0,0.0,1,0,0,2.0
1180,Kolkata Knight Riders,Rajasthan Royals,1178418,N Rana,26,0,0.0,4.0,26,0,0,34.0
1181,Kolkata Knight Riders,Rajasthan Royals,1178418,RK Singh,3,0,0.0,0.0,3,0,0,7.0
1182,Kolkata Knight Riders,Rajasthan Royals,1178418,SP Narine,11,0,1.0,1.0,8,0,0,18.0
1183,Kolkata Knight Riders,Rajasthan Royals,1178418,Shubman Gill,14,0,0.0,2.0,14,0,0,20.0
1950,Rajasthan Royals,Kolkata Knight Riders,1178418,S Gopal,18,0,0.0,4.0,9,0,0,26.0
1951,Rajasthan Royals,Kolkata Knight Riders,1178418,SPD Smith,2,0,0.0,0.0,6,0,0,6.0
1947,Rajasthan Royals,Kolkata Knight Riders,1178418,JC Archer,28,0,2.0,2.0,13,0,0,38.0
1953,Rajasthan Royals,Kolkata Knight Riders,1178418,SV Samson,22,0,2.0,0.0,15,0,0,30.0
1949,Rajasthan Royals,Kolkata Knight Riders,1178418,R Parag,50,0,2.0,5.0,34,1,0,71.0
1946,Rajasthan Royals,Kolkata Knight Riders,1178418,BA Stokes,11,0,0.0,2.0,10,0,0,17.0
1952,Rajasthan Royals,Kolkata Knight Riders,1178418,STR Binny,12,0,1.0,0.0,12,0,0,18.0
1177,Kolkata Knight Riders,Rajasthan Royals,1178418,CA Lynn,0,1,0.0,0.0,3,0,0,2.0
1179,Kolkata Knight Riders,Rajasthan Royals,1178418,KD Karthik,101,0,9.0,7.0,52,1,1,154.0
1178,Kolkata Knight Riders,Rajasthan Royals,1178418,CR Brathwaite,6,0,0.0,1.0,3,0,0,11.0
1176,Kolkata Knight Riders,Rajasthan Royals,1178418,AD Russell,14,0,1.0,0.0,14,0,0,20.0
1945,Rajasthan Royals,Kolkata Knight Riders,1178418,AM Rahane,34,0,1.0,5.0,21,0,0,45.0
153,Chennai Super Kings,Mumbai Indians,1178419,Harbhajan Singh,1,0,0.0,0.0,3,0,0,5.0
156,Chennai Super Kings,Mumbai Indians,1178419,MJ Santner,24,0,2.0,0.0,21,0,0,32.0
1311,Mumbai Indians,Chennai Super Kings,1178419,E Lewis,34,0,1.0,3.0,31,0,0,43.0
1312,Mumbai Indians,Chennai Super Kings,1178419,HH Pandya,24,0,1.0,1.0,19,0,0,31.0
1313,Mumbai Indians,Chennai Super Kings,1178419,KA Pollard,13,0,0.0,2.0,12,0,0,19.0
1314,Mumbai Indians,Chennai Super Kings,1178419,KH Pandya,1,0,0.0,0.0,3,0,0,5.0
1315,Mumbai Indians,Chennai Super Kings,1178419,Q de Kock,16,0,1.0,1.0,10,0,0,23.0
149,Chennai Super Kings,Mumbai Indians,1178419,AT Rayudu,0,1,0.0,0.0,3,0,0,2.0
150,Chennai Super Kings,Mumbai Indians,1178419,DJ Bravo,20,0,0.0,2.0,17,0,0,26.0
151,Chennai Super Kings,Mumbai Indians,1178419,DL Chahar,1,0,0.0,0.0,3,0,0,5.0
155,Chennai Super Kings,Mumbai Indians,1178419,M Vijay,39,0,1.0,3.0,35,0,0,48.0
158,Chennai Super Kings,Mumbai Indians,1178419,SR Watson,8,0,0.0,2.0,4,0,0,14.0
157,Chennai Super Kings,Mumbai Indians,1178419,SK Raina,2,0,0.0,0.0,4,0,0,6.0
